n,mean_burst,std_burst,mean_arrival,std_arrival,mean_priority,std_priority,max_burst,min_burst,max_arrival,min_arrival,label
7,6.857142857142857,3.2261685116103473,2.7142857142857144,1.2777531299998799,2.7142857142857144,1.1605769149479945,10,1,5,1,SJF
4,7.25,2.384848003542364,2.0,1.8708286933869707,2.75,1.479019945774904,10,4,5,0,SJF
6,5.166666666666667,2.6718699236468995,2.6666666666666665,1.8856180831641267,3.1666666666666665,1.0671873729054748,8,1,4,0,SJF
3,6.0,2.943920288775949,1.6666666666666667,0.9428090415820634,3.0,0.816496580927726,9,2,3,1,FCFS
5,6.6,2.4166091947189146,2.8,1.16619037896906,2.6,0.8,10,3,4,1,SJF
8,4.875,2.6190408549696205,2.25,1.920286436967152,2.5,1.7320508075688772,9,1,5,0,SJF
3,2.0,0.816496580927726,1.0,1.4142135623730951,3.0,1.632993161855452,3,1,3,0,SJF
7,3.2857142857142856,2.0503857277724746,2.2857142857142856,1.749635530559413,3.857142857142857,1.355261854357877,7,1,5,0,SJF
7,5.142857142857143,2.531435020952764,1.8571428571428572,1.7261494247992246,2.7142857142857144,1.1605769149479945,9,1,5,0,SJF
5,7.4,1.9595917942265424,2.8,1.6,2.6,1.2,10,4,5,1,SJF
6,5.166666666666667,2.4776781245530843,1.5,0.9574271077563381,3.0,1.5275252316519468,8,2,3,0,SJF
8,3.375,2.496873044429772,2.875,1.6909686573085854,2.125,1.0532687216470449,9,1,4,0,SJF
7,6.571428571428571,2.718042512920064,2.5714285714285716,1.5907898179514348,3.5714285714285716,1.178030178747903,10,2,5,1,SJF
5,4.8,2.638181191654584,2.6,2.0591260281974,2.0,1.2649110640673518,10,3,5,0,SJF
8,3.875,2.5708704751503917,3.125,1.0532687216470449,2.375,1.3169567191065923,9,1,5,2,SJF
7,7.0,2.5634797778466227,3.142857142857143,1.8070158058105024,4.0,0.7559289460184544,10,2,5,0,SJF
7,3.857142857142857,2.948538205792899,2.857142857142857,1.6413036132965795,2.4285714285714284,1.049781318335648,9,1,5,0,SJF
7,6.428571428571429,2.2587697572631282,2.142857142857143,2.0995626366712954,1.7142857142857142,1.3850513878332367,10,2,5,0,SJF
4,5.0,2.7386127875258306,2.5,1.5,3.0,1.5811388300841898,8,1,4,0,SJF
5,7.0,2.6832815729997477,2.2,1.6,4.0,1.0954451150103321,10,2,5,0,SJF
4,7.5,2.0615528128088303,3.0,1.5811388300841898,3.5,1.5,9,4,5,1,SJF
6,6.333333333333333,2.6874192494328497,2.3333333333333335,1.3743685418725535,2.8333333333333335,1.3437096247164249,9,1,5,1,SJF
8,6.375,3.1598061649411346,2.25,1.479019945774904,2.125,1.4523687548277813,10,1,5,0,SJF
6,4.666666666666667,2.2852182001336816,4.333333333333333,0.7453559924999298,3.1666666666666665,0.8975274678557507,8,1,5,3,SJF
7,7.0,2.0701966780270626,1.8571428571428572,1.8070158058105026,3.0,1.6035674514745464,9,3,5,0,SJF
8,6.5,2.958039891549808,1.875,1.6153559979150107,3.25,1.479019945774904,10,2,5,0,SJF
7,3.857142857142857,2.7994168488950604,2.857142857142857,1.6413036132965795,2.7142857142857144,1.979486637221574,9,1,5,0,SJF
4,6.0,2.9154759474226504,1.75,0.82915619758885,1.75,0.82915619758885,10,2,3,1,SJF
5,4.6,1.0198039027185568,1.8,1.9390719429665317,3.8,0.9797958971132712,6,3,5,0,SJF
4,3.25,1.7853571071357126,3.75,0.82915619758885,3.25,1.0897247358851685,5,1,5,3,SJF
3,5.0,3.559026084010437,1.3333333333333333,1.8856180831641267,4.333333333333333,0.9428090415820634,10,2,4,0,RR
4,4.0,2.5495097567963922,2.0,1.5811388300841898,3.5,1.5,8,1,4,0,SJF
7,5.571428571428571,3.5799897388976194,2.7142857142857144,1.3850513878332367,2.142857142857143,1.355261854357877,10,1,5,1,SJF
3,4.333333333333333,3.39934634239519,4.333333333333333,0.4714045207910317,3.6666666666666665,1.8856180831641267,9,1,5,4,SJF
7,5.428571428571429,3.063944369932459,3.0,1.5118578920369088,2.7142857142857144,1.4846149779161804,10,2,5,1,SJF
6,4.333333333333333,1.4907119849998596,2.0,1.632993161855452,3.5,1.6072751268321592,6,2,4,0,SJF
5,5.0,2.898275349237888,2.2,1.8330302779823362,3.0,1.4142135623730951,10,1,4,0,SJF
3,6.333333333333333,3.0912061651652345,3.0,0.816496580927726,2.0,0.0,9,2,4,2,SJF
5,3.6,2.4166091947189146,3.8,1.469693845669907,3.0,1.4142135623730951,8,1,5,1,SJF
8,6.875,2.8476964374736293,1.875,1.6153559979150107,3.0,1.5811388300841898,10,1,5,0,SJF
6,5.0,2.0,2.0,1.8257418583505538,2.1666666666666665,1.0671873729054748,8,2,5,0,SJF
6,5.166666666666667,2.034425935955617,1.3333333333333333,1.3743685418725535,3.3333333333333335,1.247219128924647,7,2,3,0,SJF
3,5.0,0.0,2.3333333333333335,0.9428090415820634,2.0,0.816496580927726,5,5,3,1,FCFS
3,7.333333333333333,3.7712361663282534,3.0,2.160246899469287,3.6666666666666665,1.247219128924647,10,2,5,0,FCFS
3,4.333333333333333,2.494438257849294,2.6666666666666665,1.699673171197595,4.333333333333333,0.9428090415820634,7,1,5,1,SJF
7,6.428571428571429,2.821202522590214,3.2857142857142856,1.2777531299998797,2.4285714285714284,1.498298354528788,10,2,5,2,SJF
3,2.3333333333333335,1.247219128924647,1.6666666666666667,1.247219128924647,3.0,1.632993161855452,4,1,3,0,FCFS
7,7.428571428571429,1.3997084244475304,1.1428571428571428,1.5518257844571737,4.571428571428571,0.4948716593053935,9,6,4,0,SJF
5,6.4,2.4166091947189146,3.6,1.019803902718557,2.8,1.32664991614216,9,3,5,2,SJF
8,5.625,2.2878756522153907,1.625,1.3169567191065923,2.875,1.3635890143294642,9,2,4,0,SJF
8,6.25,3.2307119958300214,2.625,1.8666480653835098,3.875,0.9270248108869579,10,1,5,0,SJF
4,6.75,2.384848003542364,4.25,1.299038105676658,2.5,1.118033988749895,10,4,5,2,FCFS
8,6.625,2.6896793489187516,3.0,1.5,2.75,1.6393596310755,10,3,4,0,SJF
8,6.375,2.595067436503337,2.375,1.4086784586980805,3.375,1.4086784586980805,9,2,5,1,SJF
4,7.0,2.7386127875258306,2.0,1.0,2.0,1.7320508075688772,10,3,3,1,SJF
5,6.0,3.3466401061363023,3.4,1.2000000000000002,4.0,0.8944271909999159,9,1,5,2,SJF
4,6.0,2.345207879911715,3.0,2.0,3.0,1.224744871391589,10,4,5,1,SJF
3,6.0,2.160246899469287,3.6666666666666665,0.9428090415820634,3.3333333333333335,1.699673171197595,9,4,5,3,SJF
3,6.333333333333333,2.357022603955158,0.3333333333333333,0.4714045207910317,2.6666666666666665,0.9428090415820634,8,3,1,0,FCFS
4,4.25,3.112474899497183,1.75,1.479019945774904,3.25,0.82915619758885,9,1,4,0,SJF
3,7.666666666666667,1.8856180831641267,3.3333333333333335,2.3570226039551585,3.0,1.632993161855452,9,5,5,0,FCFS
7,6.0,2.878491668515698,2.857142857142857,1.7261494247992246,2.7142857142857144,1.3850513878332367,10,1,5,0,SJF
4,5.5,3.2015621187164243,4.5,0.5,2.0,1.224744871391589,10,1,5,4,SJF
7,5.857142857142857,2.231499907401901,1.5714285714285714,1.5907898179514348,3.7142857142857144,1.577908716741037,9,2,4,0,SJF
3,8.333333333333334,1.699673171197595,0.6666666666666666,0.9428090415820634,2.6666666666666665,1.699673171197595,10,6,2,0,SJF
3,7.0,1.632993161855452,4.333333333333333,0.4714045207910317,2.3333333333333335,1.8856180831641267,9,5,5,4,SJF
4,4.25,3.491060010942235,3.25,2.0463381929681126,2.75,0.82915619758885,10,1,5,0,FCFS
6,6.166666666666667,3.131382371342656,1.6666666666666667,1.795054935711501,3.5,1.5,10,1,5,0,SJF
4,5.0,4.06201920231798,0.25,0.4330127018922193,3.75,1.0897247358851685,10,1,1,0,SJF
7,4.571428571428571,2.718042512920064,2.7142857142857144,2.1189138534559038,2.5714285714285716,1.3997084244475304,8,2,5,0,SJF
5,8.2,1.6,0.6,0.7999999999999999,3.8,1.16619037896906,10,6,2,0,SJF
6,5.5,2.29128784747792,3.5,1.6072751268321592,2.8333333333333335,1.3437096247164249,8,1,5,1,SJF
6,4.0,1.9148542155126762,2.0,1.2909944487358056,2.0,0.816496580927726,7,2,4,0,SJF
6,6.666666666666667,2.748737083745107,2.3333333333333335,1.247219128924647,3.8333333333333335,1.4624940645653537,10,3,4,0,SJF
5,4.0,2.9664793948382653,2.4,1.4966629547095764,2.4,1.3564659966250536,9,1,5,1,SJF
6,3.6666666666666665,2.2852182001336816,2.1666666666666665,1.462494064565354,3.3333333333333335,1.4907119849998598,8,1,4,0,SJF
5,4.6,3.7202150475476548,2.6,1.624807680927192,3.0,1.2649110640673518,10,1,5,0,SJF
3,5.666666666666667,3.39934634239519,1.6666666666666667,1.247219128924647,3.3333333333333335,1.247219128924647,9,1,3,0,FCFS
6,6.333333333333333,2.494438257849294,3.1666666666666665,1.4624940645653537,2.5,0.7637626158259734,10,3,5,1,SJF
6,6.0,3.5118845842842465,2.6666666666666665,1.3743685418725535,3.3333333333333335,1.247219128924647,10,1,4,0,SJF
8,4.25,2.7271780286589284,2.25,1.479019945774904,3.5,1.4142135623730951,10,1,4,0,SJF
6,5.5,1.707825127659933,2.3333333333333335,1.3743685418725535,3.0,1.7320508075688772,8,3,5,1,SJF
5,5.2,3.4292856398964493,1.6,1.2,3.6,0.4898979485566356,10,1,3,0,SJF
6,7.166666666666667,2.91070819942883,2.8333333333333335,1.0671873729054748,3.3333333333333335,0.9428090415820634,10,2,5,2,SJF
6,8.0,2.309401076758503,3.8333333333333335,1.7716909687891083,2.6666666666666665,1.4907119849998598,10,4,5,0,SJF
3,5.666666666666667,2.494438257849294,2.0,2.160246899469287,2.0,1.4142135623730951,9,3,5,0,FCFS
3,2.6666666666666665,0.4714045207910317,1.6666666666666667,1.699673171197595,2.3333333333333335,1.247219128924647,3,2,4,0,FCFS
6,6.833333333333333,2.1921577396609844,2.8333333333333335,1.674979270186815,2.8333333333333335,1.3437096247164249,9,3,5,1,SJF
5,3.4,1.854723699099141,1.2,0.7483314773547883,4.0,0.6324555320336759,6,1,2,0,SJF
5,7.8,1.6,2.0,1.6733200530681511,4.0,0.8944271909999159,10,6,5,0,SJF
8,8.0,1.7320508075688772,2.125,1.4523687548277813,2.5,1.5,10,4,4,0,SJF
5,1.6,1.2,2.4,1.854723699099141,2.4,1.3564659966250538,4,1,5,0,FCFS
4,7.5,2.29128784747792,1.75,1.0897247358851685,2.75,1.479019945774904,10,4,3,0,SJF
7,5.142857142857143,3.1815796359028696,2.7142857142857144,2.1852940772540506,3.0,1.4142135623730951,10,2,5,0,SJF
6,5.5,1.8929694486000912,3.1666666666666665,1.2133516482134197,3.0,1.1547005383792515,8,3,5,1,SJF
5,6.6,1.0198039027185568,3.6,1.4966629547095764,3.8,0.7483314773547882,8,5,5,1,SJF
5,4.6,2.5768197453450252,2.8,2.039607805437114,3.4,1.3564659966250538,8,1,5,0,SJF
4,3.75,2.384848003542364,0.5,0.5,1.25,0.4330127018922193,7,1,1,0,SJF
3,9.0,0.0,3.6666666666666665,1.247219128924647,2.3333333333333335,1.247219128924647,9,9,5,2,FCFS
7,6.0,2.449489742783178,2.4285714285714284,1.498298354528788,1.8571428571428572,0.8329931278350429,8,1,4,0,SJF
8,6.625,2.2878756522153907,2.125,1.5360257159305635,4.125,0.9270248108869579,10,3,4,0,SJF
8,7.5,2.179449471770337,2.5,1.118033988749895,2.125,0.7806247497997998,10,4,5,1,SJF
4,4.0,1.5811388300841898,2.0,1.224744871391589,3.25,0.82915619758885,6,2,3,0,SJF
3,4.0,1.4142135623730951,3.3333333333333335,1.699673171197595,2.6666666666666665,1.247219128924647,5,2,5,1,FCFS
7,5.142857142857143,2.9965967090575756,1.8571428571428572,1.6413036132965795,3.7142857142857144,1.1605769149479943,10,1,4,0,SJF
3,3.0,0.816496580927726,4.0,1.4142135623730951,2.3333333333333335,0.9428090415820634,4,2,5,2,FCFS
8,4.25,2.537222891273055,2.25,1.7853571071357126,3.625,1.3169567191065923,8,1,4,0,SJF
3,6.0,1.632993161855452,3.6666666666666665,1.8856180831641267,2.6666666666666665,0.9428090415820634,8,4,5,1,SJF
8,5.5,3.427827300200522,1.625,1.653594569415369,3.0,1.224744871391589,10,1,4,0,SJF
5,7.4,2.33238075793812,2.8,1.32664991614216,3.6,1.019803902718557,10,3,5,1,SJF
4,7.0,1.224744871391589,1.75,1.479019945774904,2.75,1.479019945774904,9,6,4,0,FCFS
8,4.625,2.057759704144291,3.375,1.9324531042175384,3.875,1.165922381636102,7,1,5,0,SJF
6,6.0,3.2145502536643185,2.0,1.632993161855452,3.6666666666666665,1.3743685418725535,9,1,5,0,SJF
7,4.0,2.0,2.0,1.0690449676496976,3.2857142857142856,1.6659862556700857,7,1,4,1,SJF
8,5.5,3.8078865529319543,2.875,1.165922381636102,4.0,1.224744871391589,10,1,4,1,SJF
7,4.714285714285714,1.979486637221574,2.857142857142857,1.9587584572574412,2.857142857142857,1.3552618543578767,8,2,5,0,SJF
8,5.5,2.7838821814150108,2.0,2.0615528128088303,3.375,1.4947825928876748,9,1,5,0,SJF
8,5.25,3.418698582794336,3.0,2.1213203435596424,3.375,1.3169567191065923,10,1,5,0,SJF
5,2.6,2.244994432064365,3.0,2.0976176963403033,3.0,1.7888543819998317,7,1,5,0,SJF
8,6.625,1.996089927833914,1.875,1.899835519196333,2.5,1.5811388300841898,10,4,4,0,SJF
3,5.0,2.449489742783178,4.0,1.4142135623730951,4.666666666666667,0.4714045207910317,8,2,5,2,FCFS
3,5.666666666666667,3.299831645537222,0.6666666666666666,0.4714045207910317,4.0,0.0,10,2,1,0,SJF
8,4.625,2.7810744326608736,2.75,1.299038105676658,3.125,0.7806247497997998,10,1,5,1,SJF
6,6.5,3.095695936834452,2.5,1.9790570145063195,2.6666666666666665,1.4907119849998598,10,2,5,0,SJF
8,5.375,3.07967124868873,2.5,1.5811388300841898,3.125,1.6153559979150107,10,1,5,0,SJF
4,6.0,2.345207879911715,3.0,1.5811388300841898,3.5,1.118033988749895,8,2,5,1,FCFS
3,6.0,2.943920288775949,1.6666666666666667,1.247219128924647,2.6666666666666665,1.247219128924647,9,2,3,0,SJF
3,5.333333333333333,3.2998316455372216,1.3333333333333333,0.4714045207910317,3.3333333333333335,0.4714045207910317,9,1,2,1,SJF
4,4.0,1.224744871391589,1.75,0.82915619758885,3.5,1.118033988749895,5,2,3,1,SJF
3,6.333333333333333,3.299831645537222,2.6666666666666665,1.247219128924647,3.3333333333333335,1.247219128924647,10,2,4,1,SJF
4,5.0,2.449489742783178,2.75,1.7853571071357126,3.5,1.6583123951777,9,3,5,0,FCFS
7,7.714285714285714,2.249716535431946,1.5714285714285714,1.049781318335648,2.5714285714285716,1.8405855323893037,10,3,3,0,SJF
7,4.857142857142857,2.747912008810192,3.142857142857143,1.5518257844571737,2.4285714285714284,1.3997084244475304,8,2,5,0,SJF
7,4.857142857142857,2.6418917155581325,2.857142857142857,2.0995626366712954,3.0,0.7559289460184544,10,1,5,0,SJF
4,7.25,2.277608394786075,2.75,1.920286436967152,2.75,1.299038105676658,10,5,5,0,SJF
6,6.0,2.0,2.5,1.5,3.0,1.7320508075688772,9,3,5,0,SJF
3,5.333333333333333,3.299831645537222,2.0,0.816496580927726,1.3333333333333333,0.4714045207910317,9,1,3,1,FCFS
4,6.5,3.3541019662496847,4.5,0.5,3.25,1.7853571071357126,10,1,5,4,SJF
8,3.75,1.984313483298443,2.25,1.479019945774904,2.625,1.5761900266148114,7,1,5,0,SJF
8,4.5,2.0,2.125,1.6153559979150107,4.5,0.5,8,2,5,0,SJF
4,4.5,3.5,2.5,2.0615528128088303,2.75,1.299038105676658,10,1,5,0,SJF
3,3.3333333333333335,3.2998316455372216,3.0,2.160246899469287,3.3333333333333335,1.699673171197595,8,1,5,0,RR
4,7.25,2.165063509461097,2.75,1.7853571071357126,2.5,1.118033988749895,10,4,5,1,SJF
7,6.428571428571429,2.498979383505129,2.2857142857142856,1.3850513878332367,3.0,1.4142135623730951,10,2,4,0,SJF
6,6.5,3.947573094109004,3.0,1.7320508075688772,2.8333333333333335,1.2133516482134197,10,1,5,1,SJF
5,5.8,2.785677655436824,2.4,1.4966629547095767,2.6,1.019803902718557,9,1,4,0,SJF
7,3.2857142857142856,2.4327694808466287,3.142857142857143,2.0995626366712954,2.7142857142857144,1.749635530559413,8,1,5,0,SJF
7,3.7142857142857144,2.4907993963089563,2.7142857142857144,1.979486637221574,2.7142857142857144,1.2777531299998799,8,1,5,0,SJF
3,4.666666666666667,2.8674417556808756,1.6666666666666667,1.247219128924647,2.6666666666666665,0.9428090415820634,8,1,3,0,FCFS
7,4.428571428571429,2.6649654437396615,2.857142857142857,1.7261494247992246,2.7142857142857144,1.1605769149479945,10,1,5,0,SJF
5,6.2,2.7129319932501073,2.6,1.4966629547095767,2.2,1.16619037896906,10,2,5,1,SJF
5,5.8,1.9390719429665317,2.8,1.16619037896906,2.0,0.8944271909999159,7,2,4,1,SJF
5,6.4,2.0591260281974,3.4,1.624807680927192,3.6,1.019803902718557,9,3,5,1,SJF
8,4.75,3.307189138830738,3.0,1.224744871391589,2.875,1.3635890143294642,10,1,4,1,SJF
7,5.285714285714286,2.9137254363387344,2.5714285714285716,1.4982983545287878,2.7142857142857144,1.749635530559413,10,1,5,0,SJF
5,6.2,2.7129319932501077,2.8,1.32664991614216,2.4,0.8000000000000002,10,2,5,1,FCFS
6,2.8333333333333335,1.5723301886761007,1.5,1.2583057392117916,4.166666666666667,0.8975274678557507,6,1,3,0,SJF
8,5.75,3.344772040064913,2.0,1.5,3.625,1.2183492931011204,10,1,5,0,SJF
7,4.857142857142857,2.356060357495806,3.7142857142857144,1.6659862556700857,3.5714285714285716,1.178030178747903,8,1,5,0,SJF
4,4.25,1.6393596310755,2.5,1.6583123951777,3.75,0.82915619758885,7,3,5,1,SJF
5,4.0,2.5298221281347035,3.4,1.4966629547095767,4.0,1.0954451150103321,7,1,5,1,SJF
3,4.333333333333333,1.699673171197595,1.3333333333333333,1.247219128924647,3.3333333333333335,0.9428090415820634,6,2,3,0,SJF
5,4.8,2.7856776554368237,2.8,1.6,3.2,0.7483314773547882,10,2,5,1,SJF
8,4.625,2.496873044429772,1.375,0.9921567416492215,2.5,1.4142135623730951,9,1,3,0,SJF
5,6.8,2.1354156504062622,3.4,1.3564659966250536,3.0,1.2649110640673518,9,3,5,2,SJF
6,4.666666666666667,2.6246692913372702,3.0,1.1547005383792515,2.6666666666666665,1.247219128924647,9,1,4,1,SJF
8,6.75,2.0463381929681126,2.625,1.4086784586980805,2.625,1.653594569415369,10,4,5,0,SJF
3,4.0,0.816496580927726,0.6666666666666666,0.4714045207910317,4.0,0.816496580927726,5,3,1,0,FCFS
6,2.8333333333333335,1.7716909687891083,4.0,1.4142135623730951,4.166666666666667,0.8975274678557507,6,1,5,1,SJF
3,6.666666666666667,2.6246692913372702,2.0,2.160246899469287,4.333333333333333,0.9428090415820634,9,3,5,0,FCFS
4,8.75,1.0897247358851685,2.75,1.7853571071357126,2.75,1.7853571071357126,10,7,5,1,SJF
4,4.75,3.5619517121937516,1.5,1.118033988749895,2.0,1.7320508075688772,10,1,3,0,SJF
6,6.5,3.0413812651491097,2.1666666666666665,1.674979270186815,3.6666666666666665,1.3743685418725535,10,2,4,0,SJF
3,6.333333333333333,2.6246692913372702,3.6666666666666665,1.247219128924647,2.6666666666666665,0.9428090415820634,10,4,5,2,SJF
8,4.75,2.9047375096555625,3.5,1.7320508075688772,3.125,1.165922381636102,10,1,5,0,SJF
4,6.25,2.384848003542364,2.75,1.920286436967152,3.75,0.82915619758885,9,3,5,0,SJF
4,4.75,3.2691742076555053,3.0,0.7071067811865476,2.25,0.82915619758885,10,1,4,2,SJF
4,5.5,2.958039891549808,3.0,1.8708286933869707,2.75,1.479019945774904,10,2,5,0,SJF
3,6.666666666666667,2.494438257849294,1.0,1.4142135623730951,3.6666666666666665,1.247219128924647,10,4,3,0,SJF
5,4.8,2.4,2.8,1.6,3.2,0.9797958971132712,7,1,5,0,SJF
4,6.0,3.3166247903554,1.25,2.165063509461097,2.0,0.7071067811865476,9,1,5,0,SJF
6,3.1666666666666665,2.544056253745625,1.3333333333333333,1.5986105077709065,2.6666666666666665,1.7950549357115013,8,1,4,0,SJF
8,6.125,1.6909686573085854,2.375,1.653594569415369,2.75,1.8540496217739157,9,3,4,0,SJF
5,6.8,2.925747767665559,1.6,1.019803902718557,3.2,1.6,10,3,3,0,SJF
7,4.857142857142857,2.899683304312063,3.0,1.4142135623730951,2.4285714285714284,1.498298354528788,9,1,5,1,SJF
8,5.375,2.6427968139832467,2.375,1.79843682124227,3.5,1.118033988749895,10,2,5,0,SJF
5,3.2,1.469693845669907,3.0,1.7888543819998317,4.0,0.6324555320336759,5,1,5,1,SJF
4,6.0,1.4142135623730951,1.5,1.118033988749895,1.75,0.4330127018922193,8,4,3,0,SJF
7,6.571428571428571,2.718042512920064,2.5714285714285716,1.761261143705422,3.7142857142857144,0.880630571852711,10,3,5,0,SJF
8,6.375,2.2878756522153907,2.75,1.3919410907075054,3.0,1.224744871391589,10,3,4,0,SJF
8,6.25,3.6996621467371855,2.625,0.9921567416492215,2.25,1.479019945774904,10,1,4,1,SJF
6,5.166666666666667,3.531603350069515,3.0,1.7320508075688772,2.6666666666666665,1.3743685418725535,10,1,5,0,SJF
6,5.666666666666667,2.3570226039551585,2.1666666666666665,1.9507833184532708,2.0,0.816496580927726,9,2,5,0,SJF
7,7.285714285714286,2.249716535431946,3.5714285714285716,1.3997084244475304,2.857142857142857,1.3552618543578767,10,4,5,2,SJF
6,6.0,3.0550504633038935,3.1666666666666665,1.5723301886761007,3.1666666666666665,1.674979270186815,10,3,5,0,SJF
3,6.0,2.943920288775949,4.0,0.816496580927726,2.6666666666666665,0.4714045207910317,10,3,5,3,SJF
5,5.8,1.16619037896906,1.6,0.8,3.2,1.6,7,4,2,0,SJF
7,5.0,2.138089935299395,2.142857142857143,1.8070158058105026,2.4285714285714284,1.498298354528788,8,2,5,0,SJF
3,3.0,1.4142135623730951,2.3333333333333335,1.699673171197595,3.3333333333333335,1.699673171197595,5,2,4,0,FCFS
3,5.666666666666667,2.357022603955158,3.3333333333333335,0.9428090415820634,3.0,1.632993161855452,9,4,4,2,SJF
7,5.571428571428571,3.8119040183218096,4.0,1.4142135623730951,3.0,1.1952286093343936,10,1,5,1,SJF
3,6.333333333333333,2.8674417556808756,1.6666666666666667,1.247219128924647,3.0,1.4142135623730951,10,3,3,0,SJF
8,6.25,2.384848003542364,3.75,1.0897247358851685,3.375,1.4086784586980805,10,3,5,2,SJF
3,4.0,2.449489742783178,2.3333333333333335,1.699673171197595,3.3333333333333335,0.9428090415820634,7,1,4,0,FCFS
5,5.2,2.4819347291981715,3.6,1.9595917942265424,3.0,1.6733200530681511,9,2,5,0,SJF
6,5.833333333333333,2.544056253745625,2.8333333333333335,1.5723301886761005,3.3333333333333335,0.9428090415820634,9,2,5,0,SJF
8,7.5,2.0,2.875,1.899835519196333,2.5,1.5,10,4,5,0,SJF
5,5.4,2.33238075793812,2.4,2.0591260281974,2.8,0.39999999999999997,9,2,5,0,SJF
8,5.125,2.2043990110685496,1.75,1.7853571071357126,3.25,1.3919410907075054,10,2,5,0,SJF
3,4.333333333333333,1.699673171197595,3.6666666666666665,1.247219128924647,3.0,1.632993161855452,6,2,5,2,SJF
3,7.0,2.160246899469287,4.0,0.816496580927726,2.0,0.816496580927726,10,5,5,3,SJF
7,4.142857142857143,2.4159335036125373,1.8571428571428572,1.8070158058105026,3.0,1.6035674514745464,8,1,5,0,SJF
3,7.0,2.943920288775949,1.3333333333333333,0.4714045207910317,2.6666666666666665,1.699673171197595,10,3,2,1,SJF
8,4.25,2.9895651857753496,3.125,1.7633419974582356,3.625,1.1110243021644486,9,1,5,0,SJF
6,3.8333333333333335,2.733536577809454,1.3333333333333333,1.1055415967851332,2.1666666666666665,0.8975274678557507,8,1,3,0,SJF
7,5.285714285714286,2.249716535431946,1.2857142857142858,1.0301575072754257,3.4285714285714284,1.178030178747903,9,3,3,0,SJF
3,6.333333333333333,1.247219128924647,1.3333333333333333,1.8856180831641267,3.6666666666666665,0.9428090415820634,8,5,4,0,SJF
6,7.166666666666667,2.034425935955617,2.6666666666666665,1.5986105077709065,2.8333333333333335,1.4624940645653537,10,4,5,0,SJF
3,6.333333333333333,3.858612300930075,1.3333333333333333,1.8856180831641267,2.6666666666666665,1.247219128924647,10,1,4,0,FCFS
8,6.125,3.1399641717701177,2.625,0.8569568250501305,3.0,1.224744871391589,10,2,4,1,SJF
6,4.666666666666667,2.211083193570267,3.8333333333333335,1.4624940645653537,3.6666666666666665,1.247219128924647,7,1,5,1,SJF
5,6.0,2.0976176963403033,1.8,1.9390719429665317,2.6,1.4966629547095767,8,2,5,0,SJF
4,7.5,1.5,1.5,1.5,2.75,1.299038105676658,9,5,4,0,SJF
8,4.625,3.07967124868873,3.25,0.9682458365518543,2.875,1.6909686573085854,10,2,5,2,SJF
8,4.625,3.314268395890713,2.75,1.7853571071357126,2.5,1.3228756555322954,10,1,5,0,SJF
4,4.75,1.920286436967152,3.75,0.82915619758885,3.0,1.4142135623730951,7,2,5,3,SJF
6,5.0,3.265986323710904,2.3333333333333335,2.1343747458109497,2.3333333333333335,1.1055415967851332,10,1,5,0,SJF
3,7.333333333333333,1.247219128924647,2.6666666666666665,1.247219128924647,3.0,1.4142135623730951,9,6,4,1,SJF
4,8.0,0.7071067811865476,2.0,1.5811388300841898,3.0,1.5811388300841898,9,7,4,0,SJF
3,5.666666666666667,2.0548046676563256,3.0,1.632993161855452,1.0,0.0,8,3,5,1,FCFS
7,4.714285714285714,2.3733211036908783,3.0,1.5118578920369088,2.7142857142857144,1.3850513878332367,10,2,5,0,SJF
6,5.666666666666667,2.494438257849294,2.8333333333333335,1.7716909687891083,2.8333333333333335,1.3437096247164249,10,2,5,0,SJF
3,5.333333333333333,3.39934634239519,4.0,0.816496580927726,1.6666666666666667,0.4714045207910317,10,2,5,3,RR
7,6.142857142857143,3.440455593940656,3.0,1.4142135623730951,3.4285714285714284,1.3997084244475304,10,1,5,1,SJF
7,5.0,2.2038926600773587,2.857142857142857,1.355261854357877,3.0,1.5118578920369088,10,3,5,1,SJF
5,4.8,2.1354156504062622,2.2,2.0396078054371136,3.6,0.8,9,3,5,0,SJF
4,2.75,1.920286436967152,2.25,1.7853571071357126,3.0,1.224744871391589,6,1,4,0,RR
7,7.142857142857143,2.294625486315573,2.142857142857143,1.6413036132965795,3.0,1.4142135623730951,10,3,5,0,SJF
4,4.25,2.165063509461097,2.25,1.479019945774904,2.5,1.5,7,1,4,0,FCFS
4,5.75,1.299038105676658,3.25,1.479019945774904,3.25,0.82915619758885,7,4,5,1,SJF
4,3.75,1.479019945774904,3.5,1.118033988749895,4.5,0.5,6,2,5,2,SJF
7,6.857142857142857,2.7994168488950604,2.0,1.0690449676496976,2.857142857142857,0.989743318610787,10,1,4,1,SJF
5,4.4,3.0724582991474434,3.0,2.0976176963403033,2.2,0.9797958971132712,9,1,5,0,SJF
3,6.0,3.559026084010437,1.6666666666666667,1.699673171197595,3.0,1.632993161855452,9,1,4,0,SJF
3,8.333333333333334,1.247219128924647,2.6666666666666665,1.247219128924647,2.3333333333333335,1.247219128924647,10,7,4,1,FCFS
8,6.125,2.2043990110685496,2.5,1.8708286933869707,2.875,1.4523687548277813,9,2,5,0,SJF
6,4.833333333333333,3.2360813064912666,3.0,1.5275252316519468,3.1666666666666665,1.4624940645653537,10,1,5,1,SJF
6,5.166666666666667,3.531603350069515,3.5,1.5,3.5,0.9574271077563381,10,1,5,1,SJF
